Week,CCG_Code,CCG_Name,Priority,Specialty,Clinic_Type,Referrals
28/09/2020 - 04/10/2020,00N,NHS SOUTH TYNESIDE CCG,2 Week Wait,Surgery - Breast,Other_clinic,1
28/09/2020 - 04/10/2020,00N,NHS SOUTH TYNESIDE CCG,2 Week Wait,Surgery - Breast,Other symptomatic Breast (2WW),7
28/09/2020 - 04/10/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,2WW,2WW Skin,1
28/09/2020 - 04/10/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Allergy,Other_clinic,1
28/09/2020 - 04/10/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Cardiology,Other_clinic,23
28/09/2020 - 04/10/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Children's & Adolescent Services,Other_clinic,65
28/09/2020 - 04/10/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Dermatology,Other_clinic,22
28/09/2020 - 04/10/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Diabetic Medicine,Other_clinic,10
28/09/2020 - 04/10/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Diagnostic Physiological Measurement,Other_clinic,35
28/09/2020 - 04/10/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Dietetics,Other_clinic,1
28/09/2020 - 04/10/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,"Ear, Nose & Throat",Other_clinic,35
28/09/2020 - 04/10/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Endocrinology and Metabolic Medicine,Other_clinic,7
28/09/2020 - 04/10/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Geriatric Medicine,Other_clinic,4
28/09/2020 - 04/10/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,GI and Liver (Medicine and Surgery),Other_clinic,22
28/09/2020 - 04/10/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Gynaecology,Other_clinic,38
28/09/2020 - 04/10/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Haematology,Other_clinic,5
28/09/2020 - 04/10/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Health Promotion,Other_clinic,1
28/09/2020 - 04/10/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Immunology,Other_clinic,3
28/09/2020 - 04/10/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Nephrology,Other_clinic,3
28/09/2020 - 04/10/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Neurology,Other_clinic,13
28/09/2020 - 04/10/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Neurosurgery,Other_clinic,3
28/09/2020 - 04/10/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Ophthalmology,Other_clinic,47
28/09/2020 - 04/10/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Oral and Maxillofacial Surgery,Other_clinic,3
28/09/2020 - 04/10/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Orthopaedics,Other_clinic,34
28/09/2020 - 04/10/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Pain Management,Other_clinic,8
28/09/2020 - 04/10/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Physiotherapy,Other_clinic,82
28/09/2020 - 04/10/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Podiatry,Other_clinic,33
28/09/2020 - 04/10/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Respiratory Medicine,Other_clinic,10
28/09/2020 - 04/10/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Rheumatology,Other_clinic,8
28/09/2020 - 04/10/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Sleep Medicine,Other_clinic,4
28/09/2020 - 04/10/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Surgery - Not Otherwise Specified,Other_clinic,12
28/09/2020 - 04/10/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Surgery - Plastic,Other_clinic,4
28/09/2020 - 04/10/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Surgery - Vascular,Other_clinic,8
28/09/2020 - 04/10/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Urology,Other_clinic,23
28/09/2020 - 04/10/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,(blank),Other_clinic,12
28/09/2020 - 04/10/2020,00N,NHS SOUTH TYNESIDE CCG,Urgent,Cardiology,Other_clinic,8
28/09/2020 - 04/10/2020,00N,NHS SOUTH TYNESIDE CCG,Urgent,Children's & Adolescent Services,Other_clinic,9
28/09/2020 - 04/10/2020,00N,NHS SOUTH TYNESIDE CCG,Urgent,Dermatology,Other_clinic,4
28/09/2020 - 04/10/2020,00N,NHS SOUTH TYNESIDE CCG,Urgent,Diabetic Medicine,Other_clinic,2
28/09/2020 - 04/10/2020,00N,NHS SOUTH TYNESIDE CCG,Urgent,Diagnostic Physiological Measurement,Other_clinic,2
28/09/2020 - 04/10/2020,00N,NHS SOUTH TYNESIDE CCG,Urgent,"Ear, Nose & Throat",Other_clinic,2
28/09/2020 - 04/10/2020,00N,NHS SOUTH TYNESIDE CCG,Urgent,Endocrinology and Metabolic Medicine,Other_clinic,2
28/09/2020 - 04/10/2020,00N,NHS SOUTH TYNESIDE CCG,Urgent,General Medicine,Other_clinic,1
28/09/2020 - 04/10/2020,00N,NHS SOUTH TYNESIDE CCG,Urgent,Geriatric Medicine,Other_clinic,1
28/09/2020 - 04/10/2020,00N,NHS SOUTH TYNESIDE CCG,Urgent,GI and Liver (Medicine and Surgery),Other_clinic,13
28/09/2020 - 04/10/2020,00N,NHS SOUTH TYNESIDE CCG,Urgent,Gynaecology,Other_clinic,10
28/09/2020 - 04/10/2020,00N,NHS SOUTH TYNESIDE CCG,Urgent,Haematology,Other_clinic,3
28/09/2020 - 04/10/2020,00N,NHS SOUTH TYNESIDE CCG,Urgent,Neurology,Other_clinic,4
28/09/2020 - 04/10/2020,00N,NHS SOUTH TYNESIDE CCG,Urgent,Neurosurgery,Other_clinic,2
28/09/2020 - 04/10/2020,00N,NHS SOUTH TYNESIDE CCG,Urgent,Ophthalmology,Other_clinic,5
28/09/2020 - 04/10/2020,00N,NHS SOUTH TYNESIDE CCG,Urgent,Oral and Maxillofacial Surgery,Other_clinic,2
28/09/2020 - 04/10/2020,00N,NHS SOUTH TYNESIDE CCG,Urgent,Orthopaedics,Other_clinic,2
28/09/2020 - 04/10/2020,00N,NHS SOUTH TYNESIDE CCG,Urgent,Respiratory Medicine,Other_clinic,1
28/09/2020 - 04/10/2020,00N,NHS SOUTH TYNESIDE CCG,Urgent,Surgery - Not Otherwise Specified,Other_clinic,1
28/09/2020 - 04/10/2020,00N,NHS SOUTH TYNESIDE CCG,Urgent,Surgery - Vascular,Other_clinic,2
28/09/2020 - 04/10/2020,00N,NHS SOUTH TYNESIDE CCG,Urgent,Urology,Other_clinic,1
28/09/2020 - 04/10/2020,00P,NHS SUNDERLAND CCG,2 Week Wait,2WW,2WW Breast,45
28/09/2020 - 04/10/2020,00P,NHS SUNDERLAND CCG,2 Week Wait,2WW,2WW Gynaecology,33
28/09/2020 - 04/10/2020,00P,NHS SUNDERLAND CCG,2 Week Wait,2WW,2WW Haematology,1
28/09/2020 - 04/10/2020,00P,NHS SUNDERLAND CCG,2 Week Wait,2WW,2WW Head and Neck,30
28/09/2020 - 04/10/2020,00P,NHS SUNDERLAND CCG,2 Week Wait,2WW,2WW Lower GI,57
28/09/2020 - 04/10/2020,00P,NHS SUNDERLAND CCG,2 Week Wait,2WW,2WW Lung,8
28/09/2020 - 04/10/2020,00P,NHS SUNDERLAND CCG,2 Week Wait,2WW,2WW Sarcoma,2
28/09/2020 - 04/10/2020,00P,NHS SUNDERLAND CCG,2 Week Wait,2WW,2WW Skin,59
28/09/2020 - 04/10/2020,00P,NHS SUNDERLAND CCG,2 Week Wait,2WW,2WW Upper GI,33
28/09/2020 - 04/10/2020,00P,NHS SUNDERLAND CCG,2 Week Wait,2WW,2WW Urology,21
28/09/2020 - 04/10/2020,00P,NHS SUNDERLAND CCG,2 Week Wait,Surgery - Breast,Other symptomatic Breast (2WW),7
28/09/2020 - 04/10/2020,00P,NHS SUNDERLAND CCG,Routine,Cardiology,Other_clinic,20
28/09/2020 - 04/10/2020,00P,NHS SUNDERLAND CCG,Routine,Children's & Adolescent Services,Other_clinic,91
28/09/2020 - 04/10/2020,00P,NHS SUNDERLAND CCG,Routine,Dermatology,Other_clinic,71
28/09/2020 - 04/10/2020,00P,NHS SUNDERLAND CCG,Routine,Diabetic Medicine,Other_clinic,4
28/09/2020 - 04/10/2020,00P,NHS SUNDERLAND CCG,Routine,Diagnostic Endoscopy,Other_clinic,6
28/09/2020 - 04/10/2020,00P,NHS SUNDERLAND CCG,Routine,Diagnostic Physiological Measurement,Other_clinic,32
28/09/2020 - 04/10/2020,00P,NHS SUNDERLAND CCG,Routine,Dietetics,Other_clinic,17
28/09/2020 - 04/10/2020,00P,NHS SUNDERLAND CCG,Routine,"Ear, Nose & Throat",Other_clinic,62
28/09/2020 - 04/10/2020,00P,NHS SUNDERLAND CCG,Routine,Endocrinology and Metabolic Medicine,Other_clinic,15
28/09/2020 - 04/10/2020,00P,NHS SUNDERLAND CCG,Routine,Geriatric Medicine,Other_clinic,7
28/09/2020 - 04/10/2020,00P,NHS SUNDERLAND CCG,Routine,GI and Liver (Medicine and Surgery),Other_clinic,47
28/09/2020 - 04/10/2020,00P,NHS SUNDERLAND CCG,Routine,Gynaecology,Other_clinic,49
28/09/2020 - 04/10/2020,00P,NHS SUNDERLAND CCG,Routine,Haematology,Other_clinic,7
28/09/2020 - 04/10/2020,00P,NHS SUNDERLAND CCG,Routine,Immunology,Other_clinic,2
28/09/2020 - 04/10/2020,00P,NHS SUNDERLAND CCG,Routine,Nephrology,Other_clinic,6
28/09/2020 - 04/10/2020,00P,NHS SUNDERLAND CCG,Routine,Neurology,Other_clinic,29
28/09/2020 - 04/10/2020,00P,NHS SUNDERLAND CCG,Routine,Ophthalmology,Other_clinic,75
28/09/2020 - 04/10/2020,00P,NHS SUNDERLAND CCG,Routine,Oral and Maxillofacial Surgery,Other_clinic,8
28/09/2020 - 04/10/2020,00P,NHS SUNDERLAND CCG,Routine,Orthopaedics,Other_clinic,400
28/09/2020 - 04/10/2020,00P,NHS SUNDERLAND CCG,Routine,Pain Management,Other_clinic,18
28/09/2020 - 04/10/2020,00P,NHS SUNDERLAND CCG,Routine,Podiatry,Other_clinic,56
28/09/2020 - 04/10/2020,00P,NHS SUNDERLAND CCG,Routine,Respiratory Medicine,Other_clinic,21
28/09/2020 - 04/10/2020,00P,NHS SUNDERLAND CCG,Routine,Rheumatology,Other_clinic,14
28/09/2020 - 04/10/2020,00P,NHS SUNDERLAND CCG,Routine,Sleep Medicine,Other_clinic,1
28/09/2020 - 04/10/2020,00P,NHS SUNDERLAND CCG,Routine,Surgery - Breast,Other_clinic,1
28/09/2020 - 04/10/2020,00P,NHS SUNDERLAND CCG,Routine,Surgery - Breast,Other symptomatic Breast (2WW),7
28/09/2020 - 04/10/2020,00P,NHS SUNDERLAND CCG,Routine,Surgery - Not Otherwise Specified,Other_clinic,25
28/09/2020 - 04/10/2020,00P,NHS SUNDERLAND CCG,Routine,Surgery - Plastic,Other_clinic,4
28/09/2020 - 04/10/2020,00P,NHS SUNDERLAND CCG,Routine,Surgery - Vascular,Other_clinic,10
28/09/2020 - 04/10/2020,00P,NHS SUNDERLAND CCG,Routine,Urology,Other_clinic,35
28/09/2020 - 04/10/2020,00P,NHS SUNDERLAND CCG,Routine,(blank),Other_clinic,16
28/09/2020 - 04/10/2020,00P,NHS SUNDERLAND CCG,Urgent,Allergy,Other_clinic,2
28/09/2020 - 04/10/2020,00P,NHS SUNDERLAND CCG,Urgent,Cardiology,Other_clinic,16
28/09/2020 - 04/10/2020,00P,NHS SUNDERLAND CCG,Urgent,Children's & Adolescent Services,Other_clinic,9
28/09/2020 - 04/10/2020,00P,NHS SUNDERLAND CCG,Urgent,Dermatology,Other_clinic,10
28/09/2020 - 04/10/2020,00P,NHS SUNDERLAND CCG,Urgent,Dietetics,Other_clinic,1
28/09/2020 - 04/10/2020,00P,NHS SUNDERLAND CCG,Urgent,"Ear, Nose & Throat",Other_clinic,14
28/09/2020 - 04/10/2020,00P,NHS SUNDERLAND CCG,Urgent,Endocrinology and Metabolic Medicine,Other_clinic,2
28/09/2020 - 04/10/2020,00P,NHS SUNDERLAND CCG,Urgent,GI and Liver (Medicine and Surgery),Other_clinic,12
28/09/2020 - 04/10/2020,00P,NHS SUNDERLAND CCG,Urgent,Gynaecology,Other_clinic,7
28/09/2020 - 04/10/2020,00P,NHS SUNDERLAND CCG,Urgent,Nephrology,Other_clinic,1
28/09/2020 - 04/10/2020,00P,NHS SUNDERLAND CCG,Urgent,Ophthalmology,Other_clinic,6
28/09/2020 - 04/10/2020,00P,NHS SUNDERLAND CCG,Urgent,Orthopaedics,Other_clinic,8
28/09/2020 - 04/10/2020,00P,NHS SUNDERLAND CCG,Urgent,Podiatry,Other_clinic,5
28/09/2020 - 04/10/2020,00P,NHS SUNDERLAND CCG,Urgent,Respiratory Medicine,Other_clinic,1
28/09/2020 - 04/10/2020,00P,NHS SUNDERLAND CCG,Urgent,Rheumatology,Other_clinic,2
28/09/2020 - 04/10/2020,00P,NHS SUNDERLAND CCG,Urgent,Surgery - Breast,Other symptomatic Breast (2WW),4
28/09/2020 - 04/10/2020,00P,NHS SUNDERLAND CCG,Urgent,Surgery - Vascular,Other_clinic,4
28/09/2020 - 04/10/2020,00P,NHS SUNDERLAND CCG,Urgent,Urology,Other_clinic,7
28/09/2020 - 04/10/2020,00P,NHS SUNDERLAND CCG,Urgent,(blank),Other_clinic,2
28/09/2020 - 04/10/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,2 Week Wait,2WW,2WW Breast,24
28/09/2020 - 04/10/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,2 Week Wait,2WW,2WW Gynaecology,14
28/09/2020 - 04/10/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,2 Week Wait,2WW,2WW Haematology,4
28/09/2020 - 04/10/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,2 Week Wait,2WW,2WW Head and Neck,7
28/09/2020 - 04/10/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,2 Week Wait,2WW,2WW Lower GI,28
28/09/2020 - 04/10/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,2 Week Wait,2WW,2WW Lung,1
28/09/2020 - 04/10/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,2 Week Wait,2WW,2WW Skin,19
28/09/2020 - 04/10/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,2 Week Wait,2WW,2WW Upper GI,11
28/09/2020 - 04/10/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,2 Week Wait,2WW,2WW Urology,4
28/09/2020 - 04/10/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Cardiology,Other_clinic,18
28/09/2020 - 04/10/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Children's & Adolescent Services,Other_clinic,40
28/09/2020 - 04/10/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Dermatology,Other_clinic,44
28/09/2020 - 04/10/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Diabetic Medicine,Other_clinic,1
28/09/2020 - 04/10/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Diagnostic Endoscopy,Other_clinic,11
28/09/2020 - 04/10/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Diagnostic Physiological Measurement,Other_clinic,25
28/09/2020 - 04/10/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,"Ear, Nose & Throat",Other_clinic,42
28/09/2020 - 04/10/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Endocrinology and Metabolic Medicine,Other_clinic,1
28/09/2020 - 04/10/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Geriatric Medicine,Other_clinic,2
28/09/2020 - 04/10/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,GI and Liver (Medicine and Surgery),Other_clinic,31
28/09/2020 - 04/10/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Gynaecology,Other_clinic,38
28/09/2020 - 04/10/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Haematology,Other_clinic,1
28/09/2020 - 04/10/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Immunology,Other_clinic,10
28/09/2020 - 04/10/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Infectious Diseases,Other_clinic,1
28/09/2020 - 04/10/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Nephrology,Other_clinic,1
28/09/2020 - 04/10/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Neurology,Other_clinic,14
28/09/2020 - 04/10/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Neurosurgery,Other_clinic,10
28/09/2020 - 04/10/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Ophthalmology,Other_clinic,56
28/09/2020 - 04/10/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Oral and Maxillofacial Surgery,Other_clinic,4
28/09/2020 - 04/10/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Orthopaedics,Other_clinic,196
28/09/2020 - 04/10/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Pain Management,Other_clinic,19
28/09/2020 - 04/10/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Rehabilitation,Other_clinic,1
28/09/2020 - 04/10/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Respiratory Medicine,Other_clinic,7
28/09/2020 - 04/10/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Rheumatology,Other_clinic,26
28/09/2020 - 04/10/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Sleep Medicine,Other_clinic,3
28/09/2020 - 04/10/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Surgery - Breast,Other symptomatic Breast (2WW),5
28/09/2020 - 04/10/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Surgery - Not Otherwise Specified,Other_clinic,28
28/09/2020 - 04/10/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Surgery - Plastic,Other_clinic,2
28/09/2020 - 04/10/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Surgery - Vascular,Other_clinic,9
28/09/2020 - 04/10/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Urology,Other_clinic,16
28/09/2020 - 04/10/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,(blank),Other_clinic,2
28/09/2020 - 04/10/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Urgent,Cardiology,Other_clinic,12
