Week,CCG_Code,CCG_Name,Priority,Specialty,Clinic_Type,Referrals
29/06/2020 - 05/07/2020,00L,NHS NORTHUMBERLAND CCG,Routine,Surgery - Plastic,Other_clinic,9
29/06/2020 - 05/07/2020,00L,NHS NORTHUMBERLAND CCG,Routine,Surgery - Vascular,Other_clinic,10
29/06/2020 - 05/07/2020,00L,NHS NORTHUMBERLAND CCG,Routine,Urology,Other_clinic,28
29/06/2020 - 05/07/2020,00L,NHS NORTHUMBERLAND CCG,Routine,(blank),Other_clinic,2
29/06/2020 - 05/07/2020,00L,NHS NORTHUMBERLAND CCG,Urgent,Cardiology,Other_clinic,11
29/06/2020 - 05/07/2020,00L,NHS NORTHUMBERLAND CCG,Urgent,Children's & Adolescent Services,Other_clinic,5
29/06/2020 - 05/07/2020,00L,NHS NORTHUMBERLAND CCG,Urgent,Dermatology,Other_clinic,9
29/06/2020 - 05/07/2020,00L,NHS NORTHUMBERLAND CCG,Urgent,Diabetic Medicine,Other_clinic,2
29/06/2020 - 05/07/2020,00L,NHS NORTHUMBERLAND CCG,Urgent,"Ear, Nose & Throat",Other_clinic,16
29/06/2020 - 05/07/2020,00L,NHS NORTHUMBERLAND CCG,Urgent,Endocrinology and Metabolic Medicine,Other_clinic,1
29/06/2020 - 05/07/2020,00L,NHS NORTHUMBERLAND CCG,Urgent,General Medicine,Other_clinic,4
29/06/2020 - 05/07/2020,00L,NHS NORTHUMBERLAND CCG,Urgent,Geriatric Medicine,Other_clinic,1
29/06/2020 - 05/07/2020,00L,NHS NORTHUMBERLAND CCG,Urgent,GI and Liver (Medicine and Surgery),Other_clinic,9
29/06/2020 - 05/07/2020,00L,NHS NORTHUMBERLAND CCG,Urgent,Gynaecology,Other_clinic,4
29/06/2020 - 05/07/2020,00L,NHS NORTHUMBERLAND CCG,Urgent,Haematology,Other_clinic,3
29/06/2020 - 05/07/2020,00L,NHS NORTHUMBERLAND CCG,Urgent,Infectious Diseases,Other_clinic,1
29/06/2020 - 05/07/2020,00L,NHS NORTHUMBERLAND CCG,Urgent,Nephrology,Other_clinic,1
29/06/2020 - 05/07/2020,00L,NHS NORTHUMBERLAND CCG,Urgent,Neurology,Other_clinic,6
29/06/2020 - 05/07/2020,00L,NHS NORTHUMBERLAND CCG,Urgent,Neurosurgery,Other_clinic,2
29/06/2020 - 05/07/2020,00L,NHS NORTHUMBERLAND CCG,Urgent,Ophthalmology,Other_clinic,16
29/06/2020 - 05/07/2020,00L,NHS NORTHUMBERLAND CCG,Urgent,Orthopaedics,Other_clinic,8
29/06/2020 - 05/07/2020,00L,NHS NORTHUMBERLAND CCG,Urgent,Respiratory Medicine,Other_clinic,3
29/06/2020 - 05/07/2020,00L,NHS NORTHUMBERLAND CCG,Urgent,Rheumatology,Other_clinic,13
29/06/2020 - 05/07/2020,00L,NHS NORTHUMBERLAND CCG,Urgent,Surgery - Breast,Other_clinic,3
29/06/2020 - 05/07/2020,00L,NHS NORTHUMBERLAND CCG,Urgent,Surgery - Breast,Other symptomatic Breast (2WW),1
29/06/2020 - 05/07/2020,00L,NHS NORTHUMBERLAND CCG,Urgent,Surgery - Plastic,Other_clinic,2
29/06/2020 - 05/07/2020,00L,NHS NORTHUMBERLAND CCG,Urgent,Surgery - Vascular,Other_clinic,6
29/06/2020 - 05/07/2020,00L,NHS NORTHUMBERLAND CCG,Urgent,Urology,Other_clinic,6
29/06/2020 - 05/07/2020,00N,NHS SOUTH TYNESIDE CCG,2 Week Wait,2WW,2WW Breast,26
29/06/2020 - 05/07/2020,00N,NHS SOUTH TYNESIDE CCG,2 Week Wait,2WW,2WW Gynaecology,10
29/06/2020 - 05/07/2020,00N,NHS SOUTH TYNESIDE CCG,2 Week Wait,2WW,2WW Haematology,1
29/06/2020 - 05/07/2020,00N,NHS SOUTH TYNESIDE CCG,2 Week Wait,2WW,2WW Head and Neck,11
29/06/2020 - 05/07/2020,00N,NHS SOUTH TYNESIDE CCG,2 Week Wait,2WW,2WW Lower GI,21
29/06/2020 - 05/07/2020,00N,NHS SOUTH TYNESIDE CCG,2 Week Wait,2WW,2WW Lung,1
29/06/2020 - 05/07/2020,00N,NHS SOUTH TYNESIDE CCG,2 Week Wait,2WW,2WW Skin,29
29/06/2020 - 05/07/2020,00N,NHS SOUTH TYNESIDE CCG,2 Week Wait,2WW,2WW Upper GI,13
29/06/2020 - 05/07/2020,00N,NHS SOUTH TYNESIDE CCG,2 Week Wait,2WW,2WW Urology,6
29/06/2020 - 05/07/2020,00N,NHS SOUTH TYNESIDE CCG,2 Week Wait,Surgery - Breast,Other symptomatic Breast (2WW),8
29/06/2020 - 05/07/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Allergy,Other_clinic,1
29/06/2020 - 05/07/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Cardiology,Other_clinic,10
29/06/2020 - 05/07/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Children's & Adolescent Services,Other_clinic,33
29/06/2020 - 05/07/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Dermatology,Other_clinic,15
29/06/2020 - 05/07/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Diabetic Medicine,Other_clinic,5
29/06/2020 - 05/07/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Diagnostic Physiological Measurement,Other_clinic,5
29/06/2020 - 05/07/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Dietetics,Other_clinic,1
29/06/2020 - 05/07/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,"Ear, Nose & Throat",Other_clinic,25
29/06/2020 - 05/07/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Endocrinology and Metabolic Medicine,Other_clinic,4
29/06/2020 - 05/07/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,General Medicine,Other_clinic,1
29/06/2020 - 05/07/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Geriatric Medicine,Other_clinic,6
29/06/2020 - 05/07/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,GI and Liver (Medicine and Surgery),Other_clinic,12
29/06/2020 - 05/07/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Gynaecology,Other_clinic,29
29/06/2020 - 05/07/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Haematology,Other_clinic,3
29/06/2020 - 05/07/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Neurology,Other_clinic,7
29/06/2020 - 05/07/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Ophthalmology,Other_clinic,28
29/06/2020 - 05/07/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Oral and Maxillofacial Surgery,Other_clinic,2
29/06/2020 - 05/07/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Orthopaedics,Other_clinic,17
29/06/2020 - 05/07/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Pain Management,Other_clinic,7
29/06/2020 - 05/07/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Physiotherapy,Other_clinic,55
29/06/2020 - 05/07/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Podiatry,Other_clinic,15
29/06/2020 - 05/07/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Respiratory Medicine,Other_clinic,15
29/06/2020 - 05/07/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Rheumatology,Other_clinic,4
29/06/2020 - 05/07/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Sleep Medicine,Other_clinic,1
29/06/2020 - 05/07/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Surgery - Not Otherwise Specified,Other_clinic,6
29/06/2020 - 05/07/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Surgery - Plastic,Other_clinic,3
29/06/2020 - 05/07/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Surgery - Vascular,Other_clinic,7
29/06/2020 - 05/07/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Urology,Other_clinic,24
29/06/2020 - 05/07/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,(blank),Other_clinic,4
29/06/2020 - 05/07/2020,00N,NHS SOUTH TYNESIDE CCG,Urgent,Cardiology,Other_clinic,8
29/06/2020 - 05/07/2020,00N,NHS SOUTH TYNESIDE CCG,Urgent,Children's & Adolescent Services,Other_clinic,4
29/06/2020 - 05/07/2020,00N,NHS SOUTH TYNESIDE CCG,Urgent,Dermatology,Other_clinic,5
29/06/2020 - 05/07/2020,00N,NHS SOUTH TYNESIDE CCG,Urgent,Dietetics,Other_clinic,1
29/06/2020 - 05/07/2020,00N,NHS SOUTH TYNESIDE CCG,Urgent,"Ear, Nose & Throat",Other_clinic,7
29/06/2020 - 05/07/2020,00N,NHS SOUTH TYNESIDE CCG,Urgent,Geriatric Medicine,Other_clinic,1
29/06/2020 - 05/07/2020,00N,NHS SOUTH TYNESIDE CCG,Urgent,GI and Liver (Medicine and Surgery),Other_clinic,5
29/06/2020 - 05/07/2020,00N,NHS SOUTH TYNESIDE CCG,Urgent,Gynaecology,Other_clinic,2
29/06/2020 - 05/07/2020,00N,NHS SOUTH TYNESIDE CCG,Urgent,Haematology,Other_clinic,1
29/06/2020 - 05/07/2020,00N,NHS SOUTH TYNESIDE CCG,Urgent,Immunology,Other_clinic,1
29/06/2020 - 05/07/2020,00N,NHS SOUTH TYNESIDE CCG,Urgent,Nephrology,Other_clinic,1
29/06/2020 - 05/07/2020,00N,NHS SOUTH TYNESIDE CCG,Urgent,Neurology,Other_clinic,1
29/06/2020 - 05/07/2020,00N,NHS SOUTH TYNESIDE CCG,Urgent,Ophthalmology,Other_clinic,2
29/06/2020 - 05/07/2020,00N,NHS SOUTH TYNESIDE CCG,Urgent,Orthopaedics,Other_clinic,2
29/06/2020 - 05/07/2020,00N,NHS SOUTH TYNESIDE CCG,Urgent,Podiatry,Other_clinic,1
29/06/2020 - 05/07/2020,00N,NHS SOUTH TYNESIDE CCG,Urgent,Respiratory Medicine,Other_clinic,1
29/06/2020 - 05/07/2020,00N,NHS SOUTH TYNESIDE CCG,Urgent,Rheumatology,Other_clinic,2
29/06/2020 - 05/07/2020,00N,NHS SOUTH TYNESIDE CCG,Urgent,Urology,Other_clinic,3
29/06/2020 - 05/07/2020,00N,NHS SOUTH TYNESIDE CCG,Urgent,(blank),Other_clinic,1
29/06/2020 - 05/07/2020,00P,NHS SUNDERLAND CCG,2 Week Wait,2WW,2WW Breast,48
29/06/2020 - 05/07/2020,00P,NHS SUNDERLAND CCG,2 Week Wait,2WW,2WW Gynaecology,30
29/06/2020 - 05/07/2020,00P,NHS SUNDERLAND CCG,2 Week Wait,2WW,2WW Haematology,1
29/06/2020 - 05/07/2020,00P,NHS SUNDERLAND CCG,2 Week Wait,2WW,2WW Head and Neck,21
29/06/2020 - 05/07/2020,00P,NHS SUNDERLAND CCG,2 Week Wait,2WW,2WW Lower GI,47
29/06/2020 - 05/07/2020,00P,NHS SUNDERLAND CCG,2 Week Wait,2WW,2WW Lung,10
29/06/2020 - 05/07/2020,00P,NHS SUNDERLAND CCG,2 Week Wait,2WW,2WW Skin,60
29/06/2020 - 05/07/2020,00P,NHS SUNDERLAND CCG,2 Week Wait,2WW,2WW Upper GI,25
29/06/2020 - 05/07/2020,00P,NHS SUNDERLAND CCG,2 Week Wait,2WW,2WW Urology,20
29/06/2020 - 05/07/2020,00P,NHS SUNDERLAND CCG,2 Week Wait,Surgery - Breast,Other symptomatic Breast (2WW),5
29/06/2020 - 05/07/2020,00P,NHS SUNDERLAND CCG,Routine,Allergy,Other_clinic,1
29/06/2020 - 05/07/2020,00P,NHS SUNDERLAND CCG,Routine,Cardiology,Other_clinic,23
29/06/2020 - 05/07/2020,00P,NHS SUNDERLAND CCG,Routine,Children's & Adolescent Services,Other_clinic,63
29/06/2020 - 05/07/2020,00P,NHS SUNDERLAND CCG,Routine,Dermatology,Other_clinic,45
29/06/2020 - 05/07/2020,00P,NHS SUNDERLAND CCG,Routine,Diabetic Medicine,Other_clinic,4
29/06/2020 - 05/07/2020,00P,NHS SUNDERLAND CCG,Routine,Diagnostic Endoscopy,Other_clinic,1
29/06/2020 - 05/07/2020,00P,NHS SUNDERLAND CCG,Routine,Diagnostic Physiological Measurement,Other_clinic,21
29/06/2020 - 05/07/2020,00P,NHS SUNDERLAND CCG,Routine,Dietetics,Other_clinic,9
29/06/2020 - 05/07/2020,00P,NHS SUNDERLAND CCG,Routine,"Ear, Nose & Throat",Other_clinic,51
29/06/2020 - 05/07/2020,00P,NHS SUNDERLAND CCG,Routine,Endocrinology and Metabolic Medicine,Other_clinic,9
29/06/2020 - 05/07/2020,00P,NHS SUNDERLAND CCG,Routine,Geriatric Medicine,Other_clinic,9
29/06/2020 - 05/07/2020,00P,NHS SUNDERLAND CCG,Routine,GI and Liver (Medicine and Surgery),Other_clinic,24
29/06/2020 - 05/07/2020,00P,NHS SUNDERLAND CCG,Routine,Gynaecology,Other_clinic,27
29/06/2020 - 05/07/2020,00P,NHS SUNDERLAND CCG,Routine,Haematology,Other_clinic,10
29/06/2020 - 05/07/2020,00P,NHS SUNDERLAND CCG,Routine,Immunology,Other_clinic,2
29/06/2020 - 05/07/2020,00P,NHS SUNDERLAND CCG,Routine,Nephrology,Other_clinic,1
29/06/2020 - 05/07/2020,00P,NHS SUNDERLAND CCG,Routine,Neurology,Other_clinic,13
29/06/2020 - 05/07/2020,00P,NHS SUNDERLAND CCG,Routine,Ophthalmology,Other_clinic,42
29/06/2020 - 05/07/2020,00P,NHS SUNDERLAND CCG,Routine,Oral and Maxillofacial Surgery,Other_clinic,8
29/06/2020 - 05/07/2020,00P,NHS SUNDERLAND CCG,Routine,Orthopaedics,Other_clinic,350
29/06/2020 - 05/07/2020,00P,NHS SUNDERLAND CCG,Routine,Pain Management,Other_clinic,9
29/06/2020 - 05/07/2020,00P,NHS SUNDERLAND CCG,Routine,Podiatry,Other_clinic,55
29/06/2020 - 05/07/2020,00P,NHS SUNDERLAND CCG,Routine,Respiratory Medicine,Other_clinic,17
29/06/2020 - 05/07/2020,00P,NHS SUNDERLAND CCG,Routine,Rheumatology,Other_clinic,10
29/06/2020 - 05/07/2020,00P,NHS SUNDERLAND CCG,Routine,Sleep Medicine,Other_clinic,2
29/06/2020 - 05/07/2020,00P,NHS SUNDERLAND CCG,Routine,Surgery - Breast,Other symptomatic Breast (2WW),6
29/06/2020 - 05/07/2020,00P,NHS SUNDERLAND CCG,Routine,Surgery - Not Otherwise Specified,Other_clinic,27
29/06/2020 - 05/07/2020,00P,NHS SUNDERLAND CCG,Routine,Surgery - Plastic,Other_clinic,2
29/06/2020 - 05/07/2020,00P,NHS SUNDERLAND CCG,Routine,Surgery - Vascular,Other_clinic,7
29/06/2020 - 05/07/2020,00P,NHS SUNDERLAND CCG,Routine,Urology,Other_clinic,32
29/06/2020 - 05/07/2020,00P,NHS SUNDERLAND CCG,Routine,(blank),Other_clinic,16
29/06/2020 - 05/07/2020,00P,NHS SUNDERLAND CCG,Urgent,Cardiology,Other_clinic,25
29/06/2020 - 05/07/2020,00P,NHS SUNDERLAND CCG,Urgent,Children's & Adolescent Services,Other_clinic,5
29/06/2020 - 05/07/2020,00P,NHS SUNDERLAND CCG,Urgent,Dermatology,Other_clinic,5
29/06/2020 - 05/07/2020,00P,NHS SUNDERLAND CCG,Urgent,Diagnostic Endoscopy,Other_clinic,2
29/06/2020 - 05/07/2020,00P,NHS SUNDERLAND CCG,Urgent,"Ear, Nose & Throat",Other_clinic,10
29/06/2020 - 05/07/2020,00P,NHS SUNDERLAND CCG,Urgent,Endocrinology and Metabolic Medicine,Other_clinic,2
29/06/2020 - 05/07/2020,00P,NHS SUNDERLAND CCG,Urgent,Geriatric Medicine,Other_clinic,1
29/06/2020 - 05/07/2020,00P,NHS SUNDERLAND CCG,Urgent,GI and Liver (Medicine and Surgery),Other_clinic,13
29/06/2020 - 05/07/2020,00P,NHS SUNDERLAND CCG,Urgent,Gynaecology,Other_clinic,2
29/06/2020 - 05/07/2020,00P,NHS SUNDERLAND CCG,Urgent,Haematology,Other_clinic,1
29/06/2020 - 05/07/2020,00P,NHS SUNDERLAND CCG,Urgent,Nephrology,Other_clinic,1
29/06/2020 - 05/07/2020,00P,NHS SUNDERLAND CCG,Urgent,Neurology,Other_clinic,4
29/06/2020 - 05/07/2020,00P,NHS SUNDERLAND CCG,Urgent,Ophthalmology,Other_clinic,3
29/06/2020 - 05/07/2020,00P,NHS SUNDERLAND CCG,Urgent,Oral and Maxillofacial Surgery,Other_clinic,1
29/06/2020 - 05/07/2020,00P,NHS SUNDERLAND CCG,Urgent,Orthopaedics,Other_clinic,4
29/06/2020 - 05/07/2020,00P,NHS SUNDERLAND CCG,Urgent,Pain Management,Other_clinic,1
29/06/2020 - 05/07/2020,00P,NHS SUNDERLAND CCG,Urgent,Podiatry,Other_clinic,6
29/06/2020 - 05/07/2020,00P,NHS SUNDERLAND CCG,Urgent,Respiratory Medicine,Other_clinic,5
29/06/2020 - 05/07/2020,00P,NHS SUNDERLAND CCG,Urgent,Rheumatology,Other_clinic,6
29/06/2020 - 05/07/2020,00P,NHS SUNDERLAND CCG,Urgent,Surgery - Not Otherwise Specified,Other_clinic,2
29/06/2020 - 05/07/2020,00P,NHS SUNDERLAND CCG,Urgent,Surgery - Vascular,Other_clinic,1
29/06/2020 - 05/07/2020,00P,NHS SUNDERLAND CCG,Urgent,Urology,Other_clinic,4
29/06/2020 - 05/07/2020,00P,NHS SUNDERLAND CCG,Urgent,(blank),Other_clinic,1
29/06/2020 - 05/07/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,2 Week Wait,2WW,2WW Breast,19
29/06/2020 - 05/07/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,2 Week Wait,2WW,2WW Cancer of Unknown Primary,1
29/06/2020 - 05/07/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,2 Week Wait,2WW,2WW Gynaecology,11
29/06/2020 - 05/07/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,2 Week Wait,2WW,2WW Haematology,3
29/06/2020 - 05/07/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,2 Week Wait,2WW,2WW Head and Neck,9
29/06/2020 - 05/07/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,2 Week Wait,2WW,2WW Lower GI,26
29/06/2020 - 05/07/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,2 Week Wait,2WW,2WW Lung,1
29/06/2020 - 05/07/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,2 Week Wait,2WW,2WW Sarcoma,1
29/06/2020 - 05/07/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,2 Week Wait,2WW,2WW Skin,14
29/06/2020 - 05/07/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,2 Week Wait,2WW,2WW Upper GI,15
29/06/2020 - 05/07/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,2 Week Wait,2WW,2WW Urology,7
29/06/2020 - 05/07/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Cardiology,Other_clinic,17
29/06/2020 - 05/07/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Children's & Adolescent Services,Other_clinic,32
29/06/2020 - 05/07/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Dermatology,Other_clinic,29
29/06/2020 - 05/07/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Diagnostic Endoscopy,Other_clinic,12
29/06/2020 - 05/07/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Diagnostic Physiological Measurement,Other_clinic,23
29/06/2020 - 05/07/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,"Ear, Nose & Throat",Other_clinic,17
29/06/2020 - 05/07/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Endocrinology and Metabolic Medicine,Other_clinic,4
29/06/2020 - 05/07/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Genetics,Other_clinic,2
29/06/2020 - 05/07/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Geriatric Medicine,Other_clinic,1
29/06/2020 - 05/07/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,GI and Liver (Medicine and Surgery),Other_clinic,32
29/06/2020 - 05/07/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Gynaecology,Other_clinic,29
29/06/2020 - 05/07/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Haematology,Other_clinic,5
29/06/2020 - 05/07/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Immunology,Other_clinic,1
29/06/2020 - 05/07/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Infectious Diseases,Other_clinic,1
29/06/2020 - 05/07/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Nephrology,Other_clinic,1
29/06/2020 - 05/07/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Neurology,Other_clinic,8
29/06/2020 - 05/07/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Neurosurgery,Other_clinic,8
29/06/2020 - 05/07/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Ophthalmology,Other_clinic,41
29/06/2020 - 05/07/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Oral and Maxillofacial Surgery,Other_clinic,4
29/06/2020 - 05/07/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Orthopaedics,Other_clinic,157
29/06/2020 - 05/07/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Pain Management,Other_clinic,13
29/06/2020 - 05/07/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Respiratory Medicine,Other_clinic,8
29/06/2020 - 05/07/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Rheumatology,Other_clinic,23
29/06/2020 - 05/07/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Surgery - Breast,Other_clinic,1
29/06/2020 - 05/07/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Surgery - Breast,Other symptomatic Breast (2WW),2
29/06/2020 - 05/07/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Surgery - Not Otherwise Specified,Other_clinic,14
29/06/2020 - 05/07/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Surgery - Plastic,Other_clinic,2
29/06/2020 - 05/07/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Surgery - Vascular,Other_clinic,5
29/06/2020 - 05/07/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Urology,Other_clinic,25
29/06/2020 - 05/07/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,(blank),Other_clinic,5
29/06/2020 - 05/07/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Urgent,Cardiology,Other_clinic,12
