Week,CCG_Code,CCG_Name,Priority,Specialty,Clinic_Type,Referrals
27/04/2020 - 03/05/2020,00L,NHS NORTHUMBERLAND CCG,Urgent,Orthopaedics,Other_clinic,2
27/04/2020 - 03/05/2020,00L,NHS NORTHUMBERLAND CCG,Urgent,Respiratory Medicine,Other_clinic,3
27/04/2020 - 03/05/2020,00L,NHS NORTHUMBERLAND CCG,Urgent,Rheumatology,Other_clinic,6
27/04/2020 - 03/05/2020,00L,NHS NORTHUMBERLAND CCG,Urgent,Surgery - Breast,Other_clinic,3
27/04/2020 - 03/05/2020,00L,NHS NORTHUMBERLAND CCG,Urgent,Surgery - Breast,Other symptomatic Breast (2WW),3
27/04/2020 - 03/05/2020,00L,NHS NORTHUMBERLAND CCG,Urgent,Surgery - Not Otherwise Specified,Other_clinic,1
27/04/2020 - 03/05/2020,00L,NHS NORTHUMBERLAND CCG,Urgent,Surgery - Vascular,Other_clinic,3
27/04/2020 - 03/05/2020,00L,NHS NORTHUMBERLAND CCG,Urgent,Urology,Other_clinic,6
27/04/2020 - 03/05/2020,00N,NHS SOUTH TYNESIDE CCG,2 Week Wait,2WW,2WW Breast,18
27/04/2020 - 03/05/2020,00N,NHS SOUTH TYNESIDE CCG,2 Week Wait,2WW,2WW Gynaecology,10
27/04/2020 - 03/05/2020,00N,NHS SOUTH TYNESIDE CCG,2 Week Wait,2WW,2WW Head and Neck,13
27/04/2020 - 03/05/2020,00N,NHS SOUTH TYNESIDE CCG,2 Week Wait,2WW,2WW Lower GI,9
27/04/2020 - 03/05/2020,00N,NHS SOUTH TYNESIDE CCG,2 Week Wait,2WW,2WW Lung,2
27/04/2020 - 03/05/2020,00N,NHS SOUTH TYNESIDE CCG,2 Week Wait,2WW,2WW Skin,16
27/04/2020 - 03/05/2020,00N,NHS SOUTH TYNESIDE CCG,2 Week Wait,2WW,2WW Upper GI,7
27/04/2020 - 03/05/2020,00N,NHS SOUTH TYNESIDE CCG,2 Week Wait,2WW,2WW Urology,7
27/04/2020 - 03/05/2020,00N,NHS SOUTH TYNESIDE CCG,2 Week Wait,Surgery - Breast,Other symptomatic Breast (2WW),4
27/04/2020 - 03/05/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Cardiology,Other_clinic,1
27/04/2020 - 03/05/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Children's & Adolescent Services,Other_clinic,2
27/04/2020 - 03/05/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Diabetic Medicine,Other_clinic,1
27/04/2020 - 03/05/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Diagnostic Physiological Measurement,Other_clinic,1
27/04/2020 - 03/05/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,"Ear, Nose & Throat",Other_clinic,4
27/04/2020 - 03/05/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Geriatric Medicine,Other_clinic,1
27/04/2020 - 03/05/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,GI and Liver (Medicine and Surgery),Other_clinic,4
27/04/2020 - 03/05/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Gynaecology,Other_clinic,4
27/04/2020 - 03/05/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Neurology,Other_clinic,1
27/04/2020 - 03/05/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Ophthalmology,Other_clinic,1
27/04/2020 - 03/05/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Orthopaedics,Other_clinic,1
27/04/2020 - 03/05/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Physiotherapy,Other_clinic,10
27/04/2020 - 03/05/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Podiatry,Other_clinic,1
27/04/2020 - 03/05/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Respiratory Medicine,Other_clinic,1
27/04/2020 - 03/05/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Surgery - Not Otherwise Specified,Other_clinic,1
27/04/2020 - 03/05/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Surgery - Vascular,Other_clinic,1
27/04/2020 - 03/05/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Urology,Other_clinic,3
27/04/2020 - 03/05/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,(blank),Other_clinic,2
27/04/2020 - 03/05/2020,00N,NHS SOUTH TYNESIDE CCG,Urgent,Cardiology,Other_clinic,6
27/04/2020 - 03/05/2020,00N,NHS SOUTH TYNESIDE CCG,Urgent,Children's & Adolescent Services,Other_clinic,4
27/04/2020 - 03/05/2020,00N,NHS SOUTH TYNESIDE CCG,Urgent,Dermatology,Other_clinic,3
27/04/2020 - 03/05/2020,00N,NHS SOUTH TYNESIDE CCG,Urgent,Diagnostic Physiological Measurement,Other_clinic,1
27/04/2020 - 03/05/2020,00N,NHS SOUTH TYNESIDE CCG,Urgent,"Ear, Nose & Throat",Other_clinic,2
27/04/2020 - 03/05/2020,00N,NHS SOUTH TYNESIDE CCG,Urgent,GI and Liver (Medicine and Surgery),Other_clinic,2
27/04/2020 - 03/05/2020,00N,NHS SOUTH TYNESIDE CCG,Urgent,Gynaecology,Other_clinic,1
27/04/2020 - 03/05/2020,00N,NHS SOUTH TYNESIDE CCG,Urgent,Ophthalmology,Other_clinic,1
27/04/2020 - 03/05/2020,00P,NHS SUNDERLAND CCG,2 Week Wait,2WW,2WW Breast,38
27/04/2020 - 03/05/2020,00P,NHS SUNDERLAND CCG,2 Week Wait,2WW,2WW Gynaecology,17
27/04/2020 - 03/05/2020,00P,NHS SUNDERLAND CCG,2 Week Wait,2WW,2WW Haematology,1
27/04/2020 - 03/05/2020,00P,NHS SUNDERLAND CCG,2 Week Wait,2WW,2WW Head and Neck,15
27/04/2020 - 03/05/2020,00P,NHS SUNDERLAND CCG,2 Week Wait,2WW,2WW Lower GI,32
27/04/2020 - 03/05/2020,00P,NHS SUNDERLAND CCG,2 Week Wait,2WW,2WW Lung,3
27/04/2020 - 03/05/2020,00P,NHS SUNDERLAND CCG,2 Week Wait,2WW,2WW Skin,29
27/04/2020 - 03/05/2020,00P,NHS SUNDERLAND CCG,2 Week Wait,2WW,2WW Upper GI,16
27/04/2020 - 03/05/2020,00P,NHS SUNDERLAND CCG,2 Week Wait,2WW,2WW Urology,13
27/04/2020 - 03/05/2020,00P,NHS SUNDERLAND CCG,2 Week Wait,Surgery - Breast,Other symptomatic Breast (2WW),4
27/04/2020 - 03/05/2020,00P,NHS SUNDERLAND CCG,Routine,Cardiology,Other_clinic,2
27/04/2020 - 03/05/2020,00P,NHS SUNDERLAND CCG,Routine,Children's & Adolescent Services,Other_clinic,8
27/04/2020 - 03/05/2020,00P,NHS SUNDERLAND CCG,Routine,Dermatology,Other_clinic,9
27/04/2020 - 03/05/2020,00P,NHS SUNDERLAND CCG,Routine,Diagnostic Physiological Measurement,Other_clinic,2
27/04/2020 - 03/05/2020,00P,NHS SUNDERLAND CCG,Routine,Dietetics,Other_clinic,5
27/04/2020 - 03/05/2020,00P,NHS SUNDERLAND CCG,Routine,"Ear, Nose & Throat",Other_clinic,6
27/04/2020 - 03/05/2020,00P,NHS SUNDERLAND CCG,Routine,GI and Liver (Medicine and Surgery),Other_clinic,7
27/04/2020 - 03/05/2020,00P,NHS SUNDERLAND CCG,Routine,Gynaecology,Other_clinic,3
27/04/2020 - 03/05/2020,00P,NHS SUNDERLAND CCG,Routine,Haematology,Other_clinic,1
27/04/2020 - 03/05/2020,00P,NHS SUNDERLAND CCG,Routine,Nephrology,Other_clinic,2
27/04/2020 - 03/05/2020,00P,NHS SUNDERLAND CCG,Routine,Neurology,Other_clinic,4
27/04/2020 - 03/05/2020,00P,NHS SUNDERLAND CCG,Routine,Ophthalmology,Other_clinic,2
27/04/2020 - 03/05/2020,00P,NHS SUNDERLAND CCG,Routine,Oral and Maxillofacial Surgery,Other_clinic,1
27/04/2020 - 03/05/2020,00P,NHS SUNDERLAND CCG,Routine,Orthopaedics,Other_clinic,52
27/04/2020 - 03/05/2020,00P,NHS SUNDERLAND CCG,Routine,Pain Management,Other_clinic,1
27/04/2020 - 03/05/2020,00P,NHS SUNDERLAND CCG,Routine,Podiatry,Other_clinic,3
27/04/2020 - 03/05/2020,00P,NHS SUNDERLAND CCG,Routine,Respiratory Medicine,Other_clinic,4
27/04/2020 - 03/05/2020,00P,NHS SUNDERLAND CCG,Routine,Surgery - Breast,Other symptomatic Breast (2WW),1
27/04/2020 - 03/05/2020,00P,NHS SUNDERLAND CCG,Routine,Surgery - Not Otherwise Specified,Other_clinic,1
27/04/2020 - 03/05/2020,00P,NHS SUNDERLAND CCG,Routine,Surgery - Plastic,Other_clinic,1
27/04/2020 - 03/05/2020,00P,NHS SUNDERLAND CCG,Routine,Surgery - Vascular,Other_clinic,2
27/04/2020 - 03/05/2020,00P,NHS SUNDERLAND CCG,Routine,Urology,Other_clinic,4
27/04/2020 - 03/05/2020,00P,NHS SUNDERLAND CCG,Urgent,Cardiology,Other_clinic,10
27/04/2020 - 03/05/2020,00P,NHS SUNDERLAND CCG,Urgent,Children's & Adolescent Services,Other_clinic,2
27/04/2020 - 03/05/2020,00P,NHS SUNDERLAND CCG,Urgent,Dermatology,Other_clinic,3
27/04/2020 - 03/05/2020,00P,NHS SUNDERLAND CCG,Urgent,Diagnostic Endoscopy,Other_clinic,1
27/04/2020 - 03/05/2020,00P,NHS SUNDERLAND CCG,Urgent,Diagnostic Physiological Measurement,Other_clinic,2
27/04/2020 - 03/05/2020,00P,NHS SUNDERLAND CCG,Urgent,Dietetics,Other_clinic,3
27/04/2020 - 03/05/2020,00P,NHS SUNDERLAND CCG,Urgent,"Ear, Nose & Throat",Other_clinic,9
27/04/2020 - 03/05/2020,00P,NHS SUNDERLAND CCG,Urgent,Geriatric Medicine,Other_clinic,1
27/04/2020 - 03/05/2020,00P,NHS SUNDERLAND CCG,Urgent,GI and Liver (Medicine and Surgery),Other_clinic,4
27/04/2020 - 03/05/2020,00P,NHS SUNDERLAND CCG,Urgent,Gynaecology,Other_clinic,2
27/04/2020 - 03/05/2020,00P,NHS SUNDERLAND CCG,Urgent,Haematology,Other_clinic,1
27/04/2020 - 03/05/2020,00P,NHS SUNDERLAND CCG,Urgent,Neurology,Other_clinic,2
27/04/2020 - 03/05/2020,00P,NHS SUNDERLAND CCG,Urgent,Oral and Maxillofacial Surgery,Other_clinic,1
27/04/2020 - 03/05/2020,00P,NHS SUNDERLAND CCG,Urgent,Orthopaedics,Other_clinic,5
27/04/2020 - 03/05/2020,00P,NHS SUNDERLAND CCG,Urgent,Podiatry,Other_clinic,3
27/04/2020 - 03/05/2020,00P,NHS SUNDERLAND CCG,Urgent,Respiratory Medicine,Other_clinic,1
27/04/2020 - 03/05/2020,00P,NHS SUNDERLAND CCG,Urgent,Rheumatology,Other_clinic,2
27/04/2020 - 03/05/2020,00P,NHS SUNDERLAND CCG,Urgent,Surgery - Vascular,Other_clinic,1
27/04/2020 - 03/05/2020,00P,NHS SUNDERLAND CCG,Urgent,(blank),Other_clinic,1
27/04/2020 - 03/05/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,2 Week Wait,2WW,2WW Breast,9
27/04/2020 - 03/05/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,2 Week Wait,2WW,2WW Gynaecology,6
27/04/2020 - 03/05/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,2 Week Wait,2WW,2WW Haematology,2
27/04/2020 - 03/05/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,2 Week Wait,2WW,2WW Head and Neck,8
27/04/2020 - 03/05/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,2 Week Wait,2WW,2WW Lower GI,19
27/04/2020 - 03/05/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,2 Week Wait,2WW,2WW Lung,4
27/04/2020 - 03/05/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,2 Week Wait,2WW,2WW Skin,16
27/04/2020 - 03/05/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,2 Week Wait,2WW,2WW Upper GI,13
27/04/2020 - 03/05/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,2 Week Wait,2WW,2WW Urology,3
27/04/2020 - 03/05/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Cardiology,Other_clinic,7
27/04/2020 - 03/05/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Children's & Adolescent Services,Other_clinic,12
27/04/2020 - 03/05/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Dermatology,Other_clinic,5
27/04/2020 - 03/05/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Diabetic Medicine,Other_clinic,2
27/04/2020 - 03/05/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Diagnostic Endoscopy,Other_clinic,1
27/04/2020 - 03/05/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Diagnostic Physiological Measurement,Other_clinic,4
27/04/2020 - 03/05/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,"Ear, Nose & Throat",Other_clinic,7
27/04/2020 - 03/05/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Endocrinology and Metabolic Medicine,Other_clinic,2
27/04/2020 - 03/05/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Geriatric Medicine,Other_clinic,1
27/04/2020 - 03/05/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,GI and Liver (Medicine and Surgery),Other_clinic,19
27/04/2020 - 03/05/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Gynaecology,Other_clinic,3
27/04/2020 - 03/05/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Infectious Diseases,Other_clinic,1
27/04/2020 - 03/05/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Nephrology,Other_clinic,1
27/04/2020 - 03/05/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Neurology,Other_clinic,5
27/04/2020 - 03/05/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Neurosurgery,Other_clinic,1
27/04/2020 - 03/05/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Ophthalmology,Other_clinic,6
27/04/2020 - 03/05/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Oral and Maxillofacial Surgery,Other_clinic,1
27/04/2020 - 03/05/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Orthopaedics,Other_clinic,27
27/04/2020 - 03/05/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Pain Management,Other_clinic,3
27/04/2020 - 03/05/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Podiatry,Other_clinic,1
27/04/2020 - 03/05/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Respiratory Medicine,Other_clinic,3
27/04/2020 - 03/05/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Rheumatology,Other_clinic,4
27/04/2020 - 03/05/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Sleep Medicine,Other_clinic,1
27/04/2020 - 03/05/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Surgery - Breast,Other_clinic,1
27/04/2020 - 03/05/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Surgery - Not Otherwise Specified,Other_clinic,3
27/04/2020 - 03/05/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Urology,Other_clinic,8
27/04/2020 - 03/05/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Urgent,Cardiology,Other_clinic,1
27/04/2020 - 03/05/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Urgent,Children's & Adolescent Services,Other_clinic,2
27/04/2020 - 03/05/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Urgent,Dermatology,Other_clinic,6
27/04/2020 - 03/05/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Urgent,"Ear, Nose & Throat",Other_clinic,2
27/04/2020 - 03/05/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Urgent,Endocrinology and Metabolic Medicine,Other_clinic,2
27/04/2020 - 03/05/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Urgent,GI and Liver (Medicine and Surgery),Other_clinic,10
27/04/2020 - 03/05/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Urgent,Gynaecology,Other_clinic,2
27/04/2020 - 03/05/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Urgent,Neurology,Other_clinic,1
27/04/2020 - 03/05/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Urgent,Neurosurgery,Other_clinic,2
27/04/2020 - 03/05/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Urgent,Ophthalmology,Other_clinic,3
27/04/2020 - 03/05/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Urgent,Orthopaedics,Other_clinic,9
27/04/2020 - 03/05/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Urgent,Surgery - Breast,Other symptomatic Breast (2WW),6
27/04/2020 - 03/05/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Urgent,Surgery - Vascular,Other_clinic,1
27/04/2020 - 03/05/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Urgent,Urology,Other_clinic,3
27/04/2020 - 03/05/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Urgent,(blank),Other_clinic,2
27/04/2020 - 03/05/2020,00R,NHS BLACKPOOL CCG,2 Week Wait,2WW,2WW Brain,1
27/04/2020 - 03/05/2020,00R,NHS BLACKPOOL CCG,2 Week Wait,2WW,2WW Breast,12
27/04/2020 - 03/05/2020,00R,NHS BLACKPOOL CCG,2 Week Wait,2WW,2WW Gynaecology,5
27/04/2020 - 03/05/2020,00R,NHS BLACKPOOL CCG,2 Week Wait,2WW,2WW Head and Neck,5
27/04/2020 - 03/05/2020,00R,NHS BLACKPOOL CCG,2 Week Wait,2WW,2WW Lower GI,8
27/04/2020 - 03/05/2020,00R,NHS BLACKPOOL CCG,2 Week Wait,2WW,2WW Lung,1
27/04/2020 - 03/05/2020,00R,NHS BLACKPOOL CCG,2 Week Wait,2WW,2WW Sarcoma,3
27/04/2020 - 03/05/2020,00R,NHS BLACKPOOL CCG,2 Week Wait,2WW,2WW Skin,17
27/04/2020 - 03/05/2020,00R,NHS BLACKPOOL CCG,2 Week Wait,2WW,2WW Upper GI,8
27/04/2020 - 03/05/2020,00R,NHS BLACKPOOL CCG,2 Week Wait,2WW,2WW Urology,6
27/04/2020 - 03/05/2020,00R,NHS BLACKPOOL CCG,Routine,Cardiology,Other_clinic,13
27/04/2020 - 03/05/2020,00R,NHS BLACKPOOL CCG,Routine,Children's & Adolescent Services,Other_clinic,13
27/04/2020 - 03/05/2020,00R,NHS BLACKPOOL CCG,Routine,Dermatology,Other_clinic,18
27/04/2020 - 03/05/2020,00R,NHS BLACKPOOL CCG,Routine,Diagnostic Physiological Measurement,Other_clinic,8
27/04/2020 - 03/05/2020,00R,NHS BLACKPOOL CCG,Routine,"Ear, Nose & Throat",Other_clinic,11
27/04/2020 - 03/05/2020,00R,NHS BLACKPOOL CCG,Routine,Endocrinology and Metabolic Medicine,Other_clinic,1
27/04/2020 - 03/05/2020,00R,NHS BLACKPOOL CCG,Routine,General Medicine,Other_clinic,1
27/04/2020 - 03/05/2020,00R,NHS BLACKPOOL CCG,Routine,Genetics,Other_clinic,1
27/04/2020 - 03/05/2020,00R,NHS BLACKPOOL CCG,Routine,GI and Liver (Medicine and Surgery),Other_clinic,24
27/04/2020 - 03/05/2020,00R,NHS BLACKPOOL CCG,Routine,Gynaecology,Other_clinic,11
27/04/2020 - 03/05/2020,00R,NHS BLACKPOOL CCG,Routine,Haematology,Other_clinic,3
27/04/2020 - 03/05/2020,00R,NHS BLACKPOOL CCG,Routine,Mental Health - Adults of all ages,Other_clinic,21
27/04/2020 - 03/05/2020,00R,NHS BLACKPOOL CCG,Routine,Mental Health - Child and Adolescent,Other_clinic,6
27/04/2020 - 03/05/2020,00R,NHS BLACKPOOL CCG,Routine,Nephrology,Other_clinic,1
27/04/2020 - 03/05/2020,00R,NHS BLACKPOOL CCG,Routine,Neurology,Other_clinic,9
27/04/2020 - 03/05/2020,00R,NHS BLACKPOOL CCG,Routine,Ophthalmology,Other_clinic,2
27/04/2020 - 03/05/2020,00R,NHS BLACKPOOL CCG,Routine,Orthopaedics,Other_clinic,33
27/04/2020 - 03/05/2020,00R,NHS BLACKPOOL CCG,Routine,Pain Management,Other_clinic,4
27/04/2020 - 03/05/2020,00R,NHS BLACKPOOL CCG,Routine,Podiatry,Other_clinic,4
27/04/2020 - 03/05/2020,00R,NHS BLACKPOOL CCG,Routine,Rheumatology,Other_clinic,3
27/04/2020 - 03/05/2020,00R,NHS BLACKPOOL CCG,Routine,Sleep Medicine,Other_clinic,3
27/04/2020 - 03/05/2020,00R,NHS BLACKPOOL CCG,Routine,Surgery - Breast,Other symptomatic Breast (2WW),5
27/04/2020 - 03/05/2020,00R,NHS BLACKPOOL CCG,Routine,Surgery - Not Otherwise Specified,Other_clinic,6
27/04/2020 - 03/05/2020,00R,NHS BLACKPOOL CCG,Routine,Surgery - Vascular,Other_clinic,3
27/04/2020 - 03/05/2020,00R,NHS BLACKPOOL CCG,Routine,Urology,Other_clinic,8
27/04/2020 - 03/05/2020,00R,NHS BLACKPOOL CCG,Routine,(blank),Other_clinic,2
27/04/2020 - 03/05/2020,00R,NHS BLACKPOOL CCG,Urgent,Cardiology,Other_clinic,2
27/04/2020 - 03/05/2020,00R,NHS BLACKPOOL CCG,Urgent,Children's & Adolescent Services,Other_clinic,9
27/04/2020 - 03/05/2020,00R,NHS BLACKPOOL CCG,Urgent,Dermatology,Other_clinic,4
27/04/2020 - 03/05/2020,00R,NHS BLACKPOOL CCG,Urgent,Diabetic Medicine,Other_clinic,1
27/04/2020 - 03/05/2020,00R,NHS BLACKPOOL CCG,Urgent,"Ear, Nose & Throat",Other_clinic,3
27/04/2020 - 03/05/2020,00R,NHS BLACKPOOL CCG,Urgent,Geriatric Medicine,Other_clinic,2
27/04/2020 - 03/05/2020,00R,NHS BLACKPOOL CCG,Urgent,GI and Liver (Medicine and Surgery),Other_clinic,8
27/04/2020 - 03/05/2020,00R,NHS BLACKPOOL CCG,Urgent,Gynaecology,Other_clinic,6
27/04/2020 - 03/05/2020,00R,NHS BLACKPOOL CCG,Urgent,Mental Health - Adults of all ages,Other_clinic,15
27/04/2020 - 03/05/2020,00R,NHS BLACKPOOL CCG,Urgent,Mental Health - Child and Adolescent,Other_clinic,2
27/04/2020 - 03/05/2020,00R,NHS BLACKPOOL CCG,Urgent,Neurology,Other_clinic,2
27/04/2020 - 03/05/2020,00R,NHS BLACKPOOL CCG,Urgent,Ophthalmology,Other_clinic,2
27/04/2020 - 03/05/2020,00R,NHS BLACKPOOL CCG,Urgent,Oral and Maxillofacial Surgery,Other_clinic,1
27/04/2020 - 03/05/2020,00R,NHS BLACKPOOL CCG,Urgent,Orthopaedics,Other_clinic,2
27/04/2020 - 03/05/2020,00R,NHS BLACKPOOL CCG,Urgent,Pain Management,Other_clinic,1
27/04/2020 - 03/05/2020,00R,NHS BLACKPOOL CCG,Urgent,Podiatry,Other_clinic,1
27/04/2020 - 03/05/2020,00R,NHS BLACKPOOL CCG,Urgent,Respiratory Medicine,Other_clinic,1
27/04/2020 - 03/05/2020,00R,NHS BLACKPOOL CCG,Urgent,Rheumatology,Other_clinic,3
27/04/2020 - 03/05/2020,00R,NHS BLACKPOOL CCG,Urgent,Surgery - Breast,Other symptomatic Breast (2WW),3
27/04/2020 - 03/05/2020,00R,NHS BLACKPOOL CCG,Urgent,Surgery - Vascular,Other_clinic,1
27/04/2020 - 03/05/2020,00R,NHS BLACKPOOL CCG,Urgent,Urology,Other_clinic,2
