Week,CCG_Code,CCG_Name,Priority,Specialty,Clinic_Type,Referrals
31/08/2020 - 06/09/2020,00L,NHS NORTHUMBERLAND CCG,Routine,GI and Liver (Medicine and Surgery),Other_clinic,55
31/08/2020 - 06/09/2020,00L,NHS NORTHUMBERLAND CCG,Routine,Gynaecology,Other_clinic,40
31/08/2020 - 06/09/2020,00L,NHS NORTHUMBERLAND CCG,Routine,Haematology,Other_clinic,9
31/08/2020 - 06/09/2020,00L,NHS NORTHUMBERLAND CCG,Routine,Immunology,Other_clinic,6
31/08/2020 - 06/09/2020,00L,NHS NORTHUMBERLAND CCG,Routine,Nephrology,Other_clinic,4
31/08/2020 - 06/09/2020,00L,NHS NORTHUMBERLAND CCG,Routine,Neurology,Other_clinic,20
31/08/2020 - 06/09/2020,00L,NHS NORTHUMBERLAND CCG,Routine,Neurosurgery,Other_clinic,2
31/08/2020 - 06/09/2020,00L,NHS NORTHUMBERLAND CCG,Routine,Ophthalmology,Other_clinic,87
31/08/2020 - 06/09/2020,00L,NHS NORTHUMBERLAND CCG,Routine,Oral and Maxillofacial Surgery,Other_clinic,2
31/08/2020 - 06/09/2020,00L,NHS NORTHUMBERLAND CCG,Routine,Orthopaedics,Other_clinic,124
31/08/2020 - 06/09/2020,00L,NHS NORTHUMBERLAND CCG,Routine,Pain Management,Other_clinic,15
31/08/2020 - 06/09/2020,00L,NHS NORTHUMBERLAND CCG,Routine,Physiotherapy,Other_clinic,64
31/08/2020 - 06/09/2020,00L,NHS NORTHUMBERLAND CCG,Routine,Respiratory Medicine,Other_clinic,22
31/08/2020 - 06/09/2020,00L,NHS NORTHUMBERLAND CCG,Routine,Rheumatology,Other_clinic,19
31/08/2020 - 06/09/2020,00L,NHS NORTHUMBERLAND CCG,Routine,Sleep Medicine,Other_clinic,7
31/08/2020 - 06/09/2020,00L,NHS NORTHUMBERLAND CCG,Routine,Surgery - Breast,Other_clinic,8
31/08/2020 - 06/09/2020,00L,NHS NORTHUMBERLAND CCG,Routine,Surgery - Breast,Other symptomatic Breast (2WW),11
31/08/2020 - 06/09/2020,00L,NHS NORTHUMBERLAND CCG,Routine,Surgery - Not Otherwise Specified,Other_clinic,15
31/08/2020 - 06/09/2020,00L,NHS NORTHUMBERLAND CCG,Routine,Surgery - Plastic,Other_clinic,7
31/08/2020 - 06/09/2020,00L,NHS NORTHUMBERLAND CCG,Routine,Surgery - Vascular,Other_clinic,6
31/08/2020 - 06/09/2020,00L,NHS NORTHUMBERLAND CCG,Routine,Urology,Other_clinic,31
31/08/2020 - 06/09/2020,00L,NHS NORTHUMBERLAND CCG,Routine,(blank),Other_clinic,2
31/08/2020 - 06/09/2020,00L,NHS NORTHUMBERLAND CCG,Urgent,Cardiology,Other_clinic,11
31/08/2020 - 06/09/2020,00L,NHS NORTHUMBERLAND CCG,Urgent,Children's & Adolescent Services,Other_clinic,5
31/08/2020 - 06/09/2020,00L,NHS NORTHUMBERLAND CCG,Urgent,Dermatology,Other_clinic,3
31/08/2020 - 06/09/2020,00L,NHS NORTHUMBERLAND CCG,Urgent,Diagnostic Endoscopy,Other_clinic,1
31/08/2020 - 06/09/2020,00L,NHS NORTHUMBERLAND CCG,Urgent,"Ear, Nose & Throat",Other_clinic,6
31/08/2020 - 06/09/2020,00L,NHS NORTHUMBERLAND CCG,Urgent,Endocrinology and Metabolic Medicine,Other_clinic,2
31/08/2020 - 06/09/2020,00L,NHS NORTHUMBERLAND CCG,Urgent,General Medicine,Other_clinic,4
31/08/2020 - 06/09/2020,00L,NHS NORTHUMBERLAND CCG,Urgent,Geriatric Medicine,Other_clinic,1
31/08/2020 - 06/09/2020,00L,NHS NORTHUMBERLAND CCG,Urgent,GI and Liver (Medicine and Surgery),Other_clinic,16
31/08/2020 - 06/09/2020,00L,NHS NORTHUMBERLAND CCG,Urgent,Gynaecology,Other_clinic,2
31/08/2020 - 06/09/2020,00L,NHS NORTHUMBERLAND CCG,Urgent,Nephrology,Other_clinic,1
31/08/2020 - 06/09/2020,00L,NHS NORTHUMBERLAND CCG,Urgent,Neurology,Other_clinic,7
31/08/2020 - 06/09/2020,00L,NHS NORTHUMBERLAND CCG,Urgent,Ophthalmology,Other_clinic,13
31/08/2020 - 06/09/2020,00L,NHS NORTHUMBERLAND CCG,Urgent,Oral and Maxillofacial Surgery,Other_clinic,1
31/08/2020 - 06/09/2020,00L,NHS NORTHUMBERLAND CCG,Urgent,Orthopaedics,Other_clinic,3
31/08/2020 - 06/09/2020,00L,NHS NORTHUMBERLAND CCG,Urgent,Respiratory Medicine,Other_clinic,2
31/08/2020 - 06/09/2020,00L,NHS NORTHUMBERLAND CCG,Urgent,Rheumatology,Other_clinic,5
31/08/2020 - 06/09/2020,00L,NHS NORTHUMBERLAND CCG,Urgent,Surgery - Breast,Other symptomatic Breast (2WW),3
31/08/2020 - 06/09/2020,00L,NHS NORTHUMBERLAND CCG,Urgent,Surgery - Not Otherwise Specified,Other_clinic,1
31/08/2020 - 06/09/2020,00L,NHS NORTHUMBERLAND CCG,Urgent,Surgery - Vascular,Other_clinic,2
31/08/2020 - 06/09/2020,00L,NHS NORTHUMBERLAND CCG,Urgent,Urology,Other_clinic,6
31/08/2020 - 06/09/2020,00N,NHS SOUTH TYNESIDE CCG,2 Week Wait,2WW,2WW Breast,29
31/08/2020 - 06/09/2020,00N,NHS SOUTH TYNESIDE CCG,2 Week Wait,2WW,2WW Gynaecology,10
31/08/2020 - 06/09/2020,00N,NHS SOUTH TYNESIDE CCG,2 Week Wait,2WW,2WW Haematology,2
31/08/2020 - 06/09/2020,00N,NHS SOUTH TYNESIDE CCG,2 Week Wait,2WW,2WW Head and Neck,4
31/08/2020 - 06/09/2020,00N,NHS SOUTH TYNESIDE CCG,2 Week Wait,2WW,2WW Lower GI,22
31/08/2020 - 06/09/2020,00N,NHS SOUTH TYNESIDE CCG,2 Week Wait,2WW,2WW Lung,1
31/08/2020 - 06/09/2020,00N,NHS SOUTH TYNESIDE CCG,2 Week Wait,2WW,2WW Skin,30
31/08/2020 - 06/09/2020,00N,NHS SOUTH TYNESIDE CCG,2 Week Wait,2WW,2WW Upper GI,11
31/08/2020 - 06/09/2020,00N,NHS SOUTH TYNESIDE CCG,2 Week Wait,2WW,2WW Urology,9
31/08/2020 - 06/09/2020,00N,NHS SOUTH TYNESIDE CCG,2 Week Wait,Surgery - Breast,Other symptomatic Breast (2WW),7
31/08/2020 - 06/09/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Cardiology,Other_clinic,9
31/08/2020 - 06/09/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Children's & Adolescent Services,Other_clinic,18
31/08/2020 - 06/09/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Dermatology,Other_clinic,19
31/08/2020 - 06/09/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Diabetic Medicine,Other_clinic,1
31/08/2020 - 06/09/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Diagnostic Physiological Measurement,Other_clinic,11
31/08/2020 - 06/09/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,"Ear, Nose & Throat",Other_clinic,25
31/08/2020 - 06/09/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Endocrinology and Metabolic Medicine,Other_clinic,3
31/08/2020 - 06/09/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,General Medicine,Other_clinic,1
31/08/2020 - 06/09/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Geriatric Medicine,Other_clinic,2
31/08/2020 - 06/09/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,GI and Liver (Medicine and Surgery),Other_clinic,11
31/08/2020 - 06/09/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Gynaecology,Other_clinic,19
31/08/2020 - 06/09/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Haematology,Other_clinic,2
31/08/2020 - 06/09/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Nephrology,Other_clinic,2
31/08/2020 - 06/09/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Neurology,Other_clinic,8
31/08/2020 - 06/09/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Neurosurgery,Other_clinic,3
31/08/2020 - 06/09/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Ophthalmology,Other_clinic,27
31/08/2020 - 06/09/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Oral and Maxillofacial Surgery,Other_clinic,4
31/08/2020 - 06/09/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Orthopaedics,Other_clinic,16
31/08/2020 - 06/09/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Pain Management,Other_clinic,2
31/08/2020 - 06/09/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Physiotherapy,Other_clinic,38
31/08/2020 - 06/09/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Podiatry,Other_clinic,26
31/08/2020 - 06/09/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Respiratory Medicine,Other_clinic,4
31/08/2020 - 06/09/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Rheumatology,Other_clinic,9
31/08/2020 - 06/09/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Sleep Medicine,Other_clinic,1
31/08/2020 - 06/09/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Surgery - Not Otherwise Specified,Other_clinic,4
31/08/2020 - 06/09/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Surgery - Vascular,Other_clinic,5
31/08/2020 - 06/09/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,Urology,Other_clinic,10
31/08/2020 - 06/09/2020,00N,NHS SOUTH TYNESIDE CCG,Routine,(blank),Other_clinic,8
31/08/2020 - 06/09/2020,00N,NHS SOUTH TYNESIDE CCG,Urgent,Cardiology,Other_clinic,10
31/08/2020 - 06/09/2020,00N,NHS SOUTH TYNESIDE CCG,Urgent,Children's & Adolescent Services,Other_clinic,3
31/08/2020 - 06/09/2020,00N,NHS SOUTH TYNESIDE CCG,Urgent,Dermatology,Other_clinic,2
31/08/2020 - 06/09/2020,00N,NHS SOUTH TYNESIDE CCG,Urgent,"Ear, Nose & Throat",Other_clinic,2
31/08/2020 - 06/09/2020,00N,NHS SOUTH TYNESIDE CCG,Urgent,Endocrinology and Metabolic Medicine,Other_clinic,2
31/08/2020 - 06/09/2020,00N,NHS SOUTH TYNESIDE CCG,Urgent,GI and Liver (Medicine and Surgery),Other_clinic,6
31/08/2020 - 06/09/2020,00N,NHS SOUTH TYNESIDE CCG,Urgent,Gynaecology,Other_clinic,4
31/08/2020 - 06/09/2020,00N,NHS SOUTH TYNESIDE CCG,Urgent,Neurology,Other_clinic,4
31/08/2020 - 06/09/2020,00N,NHS SOUTH TYNESIDE CCG,Urgent,Neurosurgery,Other_clinic,2
31/08/2020 - 06/09/2020,00N,NHS SOUTH TYNESIDE CCG,Urgent,Ophthalmology,Other_clinic,6
31/08/2020 - 06/09/2020,00N,NHS SOUTH TYNESIDE CCG,Urgent,Oral and Maxillofacial Surgery,Other_clinic,1
31/08/2020 - 06/09/2020,00N,NHS SOUTH TYNESIDE CCG,Urgent,Orthopaedics,Other_clinic,1
31/08/2020 - 06/09/2020,00N,NHS SOUTH TYNESIDE CCG,Urgent,Podiatry,Other_clinic,1
31/08/2020 - 06/09/2020,00N,NHS SOUTH TYNESIDE CCG,Urgent,Urology,Other_clinic,1
31/08/2020 - 06/09/2020,00N,NHS SOUTH TYNESIDE CCG,Urgent,(blank),Other_clinic,1
31/08/2020 - 06/09/2020,00P,NHS SUNDERLAND CCG,2 Week Wait,2WW,2WW Breast,51
31/08/2020 - 06/09/2020,00P,NHS SUNDERLAND CCG,2 Week Wait,2WW,2WW Gynaecology,25
31/08/2020 - 06/09/2020,00P,NHS SUNDERLAND CCG,2 Week Wait,2WW,2WW Haematology,2
31/08/2020 - 06/09/2020,00P,NHS SUNDERLAND CCG,2 Week Wait,2WW,2WW Head and Neck,7
31/08/2020 - 06/09/2020,00P,NHS SUNDERLAND CCG,2 Week Wait,2WW,2WW Lower GI,56
31/08/2020 - 06/09/2020,00P,NHS SUNDERLAND CCG,2 Week Wait,2WW,2WW Lung,1
31/08/2020 - 06/09/2020,00P,NHS SUNDERLAND CCG,2 Week Wait,2WW,2WW Sarcoma,1
31/08/2020 - 06/09/2020,00P,NHS SUNDERLAND CCG,2 Week Wait,2WW,2WW Skin,40
31/08/2020 - 06/09/2020,00P,NHS SUNDERLAND CCG,2 Week Wait,2WW,2WW Upper GI,21
31/08/2020 - 06/09/2020,00P,NHS SUNDERLAND CCG,2 Week Wait,2WW,2WW Urology,19
31/08/2020 - 06/09/2020,00P,NHS SUNDERLAND CCG,2 Week Wait,Cardiology,Other_clinic,1
31/08/2020 - 06/09/2020,00P,NHS SUNDERLAND CCG,2 Week Wait,Surgery - Breast,Other symptomatic Breast (2WW),5
31/08/2020 - 06/09/2020,00P,NHS SUNDERLAND CCG,Routine,Allergy,Other_clinic,1
31/08/2020 - 06/09/2020,00P,NHS SUNDERLAND CCG,Routine,Cardiology,Other_clinic,21
31/08/2020 - 06/09/2020,00P,NHS SUNDERLAND CCG,Routine,Children's & Adolescent Services,Other_clinic,60
31/08/2020 - 06/09/2020,00P,NHS SUNDERLAND CCG,Routine,Dermatology,Other_clinic,59
31/08/2020 - 06/09/2020,00P,NHS SUNDERLAND CCG,Routine,Diabetic Medicine,Other_clinic,2
31/08/2020 - 06/09/2020,00P,NHS SUNDERLAND CCG,Routine,Diagnostic Endoscopy,Other_clinic,5
31/08/2020 - 06/09/2020,00P,NHS SUNDERLAND CCG,Routine,Diagnostic Physiological Measurement,Other_clinic,34
31/08/2020 - 06/09/2020,00P,NHS SUNDERLAND CCG,Routine,Dietetics,Other_clinic,12
31/08/2020 - 06/09/2020,00P,NHS SUNDERLAND CCG,Routine,"Ear, Nose & Throat",Other_clinic,53
31/08/2020 - 06/09/2020,00P,NHS SUNDERLAND CCG,Routine,Endocrinology and Metabolic Medicine,Other_clinic,4
31/08/2020 - 06/09/2020,00P,NHS SUNDERLAND CCG,Routine,General Medicine,Other_clinic,1
31/08/2020 - 06/09/2020,00P,NHS SUNDERLAND CCG,Routine,Geriatric Medicine,Other_clinic,11
31/08/2020 - 06/09/2020,00P,NHS SUNDERLAND CCG,Routine,GI and Liver (Medicine and Surgery),Other_clinic,33
31/08/2020 - 06/09/2020,00P,NHS SUNDERLAND CCG,Routine,Gynaecology,Other_clinic,45
31/08/2020 - 06/09/2020,00P,NHS SUNDERLAND CCG,Routine,Haematology,Other_clinic,6
31/08/2020 - 06/09/2020,00P,NHS SUNDERLAND CCG,Routine,Nephrology,Other_clinic,4
31/08/2020 - 06/09/2020,00P,NHS SUNDERLAND CCG,Routine,Neurology,Other_clinic,21
31/08/2020 - 06/09/2020,00P,NHS SUNDERLAND CCG,Routine,Neurosurgery,Other_clinic,1
31/08/2020 - 06/09/2020,00P,NHS SUNDERLAND CCG,Routine,Ophthalmology,Other_clinic,79
31/08/2020 - 06/09/2020,00P,NHS SUNDERLAND CCG,Routine,Oral and Maxillofacial Surgery,Other_clinic,3
31/08/2020 - 06/09/2020,00P,NHS SUNDERLAND CCG,Routine,Orthopaedics,Other_clinic,378
31/08/2020 - 06/09/2020,00P,NHS SUNDERLAND CCG,Routine,Pain Management,Other_clinic,14
31/08/2020 - 06/09/2020,00P,NHS SUNDERLAND CCG,Routine,Podiatry,Other_clinic,48
31/08/2020 - 06/09/2020,00P,NHS SUNDERLAND CCG,Routine,Respiratory Medicine,Other_clinic,18
31/08/2020 - 06/09/2020,00P,NHS SUNDERLAND CCG,Routine,Rheumatology,Other_clinic,12
31/08/2020 - 06/09/2020,00P,NHS SUNDERLAND CCG,Routine,Sleep Medicine,Other_clinic,3
31/08/2020 - 06/09/2020,00P,NHS SUNDERLAND CCG,Routine,Surgery - Not Otherwise Specified,Other_clinic,13
31/08/2020 - 06/09/2020,00P,NHS SUNDERLAND CCG,Routine,Surgery - Vascular,Other_clinic,15
31/08/2020 - 06/09/2020,00P,NHS SUNDERLAND CCG,Routine,Urology,Other_clinic,21
31/08/2020 - 06/09/2020,00P,NHS SUNDERLAND CCG,Routine,(blank),Other_clinic,11
31/08/2020 - 06/09/2020,00P,NHS SUNDERLAND CCG,Urgent,Cardiology,Other_clinic,21
31/08/2020 - 06/09/2020,00P,NHS SUNDERLAND CCG,Urgent,Children's & Adolescent Services,Other_clinic,8
31/08/2020 - 06/09/2020,00P,NHS SUNDERLAND CCG,Urgent,Dermatology,Other_clinic,6
31/08/2020 - 06/09/2020,00P,NHS SUNDERLAND CCG,Urgent,Diagnostic Endoscopy,Other_clinic,1
31/08/2020 - 06/09/2020,00P,NHS SUNDERLAND CCG,Urgent,Diagnostic Physiological Measurement,Other_clinic,2
31/08/2020 - 06/09/2020,00P,NHS SUNDERLAND CCG,Urgent,Dietetics,Other_clinic,3
31/08/2020 - 06/09/2020,00P,NHS SUNDERLAND CCG,Urgent,"Ear, Nose & Throat",Other_clinic,9
31/08/2020 - 06/09/2020,00P,NHS SUNDERLAND CCG,Urgent,Endocrinology and Metabolic Medicine,Other_clinic,1
31/08/2020 - 06/09/2020,00P,NHS SUNDERLAND CCG,Urgent,GI and Liver (Medicine and Surgery),Other_clinic,12
31/08/2020 - 06/09/2020,00P,NHS SUNDERLAND CCG,Urgent,Gynaecology,Other_clinic,5
31/08/2020 - 06/09/2020,00P,NHS SUNDERLAND CCG,Urgent,Immunology,Other_clinic,1
31/08/2020 - 06/09/2020,00P,NHS SUNDERLAND CCG,Urgent,Neurology,Other_clinic,4
31/08/2020 - 06/09/2020,00P,NHS SUNDERLAND CCG,Urgent,Ophthalmology,Other_clinic,5
31/08/2020 - 06/09/2020,00P,NHS SUNDERLAND CCG,Urgent,Orthopaedics,Other_clinic,5
31/08/2020 - 06/09/2020,00P,NHS SUNDERLAND CCG,Urgent,Podiatry,Other_clinic,2
31/08/2020 - 06/09/2020,00P,NHS SUNDERLAND CCG,Urgent,Respiratory Medicine,Other_clinic,1
31/08/2020 - 06/09/2020,00P,NHS SUNDERLAND CCG,Urgent,Rheumatology,Other_clinic,4
31/08/2020 - 06/09/2020,00P,NHS SUNDERLAND CCG,Urgent,Surgery - Breast,Other symptomatic Breast (2WW),2
31/08/2020 - 06/09/2020,00P,NHS SUNDERLAND CCG,Urgent,Surgery - Vascular,Other_clinic,1
31/08/2020 - 06/09/2020,00P,NHS SUNDERLAND CCG,Urgent,Urology,Other_clinic,4
31/08/2020 - 06/09/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,2 Week Wait,2WW,2WW Breast,16
31/08/2020 - 06/09/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,2 Week Wait,2WW,2WW Cancer of Unknown Primary,1
31/08/2020 - 06/09/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,2 Week Wait,2WW,2WW Gynaecology,7
31/08/2020 - 06/09/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,2 Week Wait,2WW,2WW Haematology,2
31/08/2020 - 06/09/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,2 Week Wait,2WW,2WW Head and Neck,9
31/08/2020 - 06/09/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,2 Week Wait,2WW,2WW Lower GI,18
31/08/2020 - 06/09/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,2 Week Wait,2WW,2WW Lung,3
31/08/2020 - 06/09/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,2 Week Wait,2WW,2WW Sarcoma,2
31/08/2020 - 06/09/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,2 Week Wait,2WW,2WW Skin,9
31/08/2020 - 06/09/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,2 Week Wait,2WW,2WW Upper GI,17
31/08/2020 - 06/09/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,2 Week Wait,2WW,2WW Urology,7
31/08/2020 - 06/09/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Allergy,Other_clinic,1
31/08/2020 - 06/09/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Cardiology,Other_clinic,16
31/08/2020 - 06/09/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Children's & Adolescent Services,Other_clinic,38
31/08/2020 - 06/09/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Dermatology,Other_clinic,48
31/08/2020 - 06/09/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Diagnostic Endoscopy,Other_clinic,2
31/08/2020 - 06/09/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Diagnostic Physiological Measurement,Other_clinic,11
31/08/2020 - 06/09/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,"Ear, Nose & Throat",Other_clinic,22
31/08/2020 - 06/09/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Endocrinology and Metabolic Medicine,Other_clinic,2
31/08/2020 - 06/09/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Genetics,Other_clinic,1
31/08/2020 - 06/09/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Geriatric Medicine,Other_clinic,1
31/08/2020 - 06/09/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,GI and Liver (Medicine and Surgery),Other_clinic,21
31/08/2020 - 06/09/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Gynaecology,Other_clinic,26
31/08/2020 - 06/09/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Haematology,Other_clinic,3
31/08/2020 - 06/09/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Immunology,Other_clinic,1
31/08/2020 - 06/09/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Neurology,Other_clinic,8
31/08/2020 - 06/09/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Neurosurgery,Other_clinic,4
31/08/2020 - 06/09/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Ophthalmology,Other_clinic,47
31/08/2020 - 06/09/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Oral and Maxillofacial Surgery,Other_clinic,4
31/08/2020 - 06/09/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Orthopaedics,Other_clinic,124
31/08/2020 - 06/09/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Pain Management,Other_clinic,6
31/08/2020 - 06/09/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Respiratory Medicine,Other_clinic,4
31/08/2020 - 06/09/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Rheumatology,Other_clinic,20
31/08/2020 - 06/09/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Surgery - Breast,Other symptomatic Breast (2WW),7
31/08/2020 - 06/09/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Surgery - Not Otherwise Specified,Other_clinic,6
31/08/2020 - 06/09/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Surgery - Vascular,Other_clinic,5
31/08/2020 - 06/09/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,Urology,Other_clinic,17
31/08/2020 - 06/09/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Routine,(blank),Other_clinic,1
31/08/2020 - 06/09/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Urgent,Cardiology,Other_clinic,3
31/08/2020 - 06/09/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Urgent,Children's & Adolescent Services,Other_clinic,6
31/08/2020 - 06/09/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Urgent,Dermatology,Other_clinic,7
31/08/2020 - 06/09/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Urgent,Diabetic Medicine,Other_clinic,1
31/08/2020 - 06/09/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Urgent,Diagnostic Endoscopy,Other_clinic,1
31/08/2020 - 06/09/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Urgent,Diagnostic Physiological Measurement,Other_clinic,1
31/08/2020 - 06/09/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Urgent,"Ear, Nose & Throat",Other_clinic,2
31/08/2020 - 06/09/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Urgent,GI and Liver (Medicine and Surgery),Other_clinic,6
31/08/2020 - 06/09/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Urgent,Gynaecology,Other_clinic,2
31/08/2020 - 06/09/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Urgent,Nephrology,Other_clinic,3
31/08/2020 - 06/09/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Urgent,Neurology,Other_clinic,3
31/08/2020 - 06/09/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Urgent,Neurosurgery,Other_clinic,4
31/08/2020 - 06/09/2020,00Q,NHS BLACKBURN WITH DARWEN CCG,Urgent,Ophthalmology,Other_clinic,3
